code,codeseq,desc,gen_desc,acc_code
"194","28"," T-plasty"," Myringoplasty"," ",
"194","29"," T-plasty Lt"," Myringoplasty"," ",
"194","30"," Tympanoplasty"," Myringoplasty"," ",
"194","31"," Rt tympanoplasty"," Myringoplasty"," ",
"194","32"," Lt Tympanoplasty"," Myringoplasty"," ",
"194","33"," RT Tympanoplasty"," Myringoplasty"," ",
"195","00",""," Other tympanoplasty","*",
"1952","00",""," Type 2 tympanoplasty"," ",
"1953","01"," TORP"," Type 3 tympanoplasty"," ",
"1954","00",""," Type 4 tympanoplasty"," ",
"1955","00",""," Type 5 tympanoplasty"," ",
"196","01"," Revision Lt T-plasty"," Revision of tympanoplasty"," ",
"196","02"," Revision RT T-plasty"," Revision of tympanoplasty"," ",
"196","03"," Revision Rt T-plasty"," Revision of tympanoplasty"," ",
"196","04"," Revision T - plasty"," Revision of tympanoplasty"," ",
"196","05"," Revision T-plasty"," Revision of tympanoplasty"," ",
"196","06"," Revision T-plasty Lt"," Revision of tympanoplasty"," ",
"196","07"," Revision lt T-plasty"," Revision of tympanoplasty"," ",
"196","08"," Revision myringoplasty"," Revision of tympanoplasty"," ",
"196","09"," Lt Revision T-plasty"," Revision of tympanoplasty"," ",
"196","10"," Revision rt T-plasty"," Revision of tympanoplasty"," ",
"196","11"," Revision rt tympanoplasty"," Revision of tympanoplasty"," ",
"199","01"," Incus interposition"," Other repair of middle ear"," ",
"199","02"," Lt Middle ear reconstruction silastic sheath"," Other repair of middle ear"," ",
"200","00",""," Myringotomy","*",
"2001","01"," Myringotomy LT with PE tube"," Myringotomy with insertion of tube"," ",
"2001","02"," Myringotomy with PE tube"," Myringotomy with insertion of tube"," ",
"2001","03"," Myringotomy with PE tube both ear"," Myringotomy with insertion of tube"," ",
"2001","04"," Myringotomy,PE tube"," Myringotomy with insertion of tube"," ",
"2001","05"," Myringotomy with PE-tube"," Myringotomy with insertion of tube"," ",
"2001","06"," Bilat myringotomy,PE tube"," Myringotomy with insertion of tube"," ",
"2001","07"," RT myringotomy with PT tube"," Myringotomy with insertion of tube"," ",
"2001","08"," Myringotomy,PE tube both"," Myringotomy with insertion of tube"," ",
"2001","09"," Myringotomy,PE tube insertion"," Myringotomy with insertion of tube"," ",
"2001","10"," Rt myringotomy with PE tube insertion"," Myringotomy with insertion of tube"," ",
"2001","11"," Bilateral myringotomy & PE tube bilateral"," Myringotomy with insertion of tube"," ",
"2001","12"," Myringotomy,insertion of tube"," Myringotomy with insertion of tube"," ",
"2009","01"," Bilat myringotomy"," Other myringotomy"," ",
"2009","02"," Bilateral myringotomy"," Other myringotomy"," ",
"2009","03"," Myringotomy"," Other myringotomy"," ",
"2009","04"," Lt Myringotomy"," Other myringotomy"," ",
"2009","05"," Myringotomy Lt"," Other myringotomy"," ",
"201","00",""," Removal of tympanostomy tube"," ",
"202","00",""," Incision of mastoid and middle ear","*",
"2021","01"," Mastoidotomy"," Incision of mastoid"," ",
"2021","02"," Incision & drainage mastoid"," Incision of mastoid"," ",
"2022","00",""," Incision of petrous pyramid air cells"," ",
"2023","01"," Atticotomy"," Incision of middle ear"," ",
"2023","02"," Explor ME"," Incision of middle ear"," ",
"2023","03"," Explor ME with Lysis adhesion"," Incision of middle ear"," ",
"2023","04"," Explor middle ear"," Incision of middle ear"," ",
"2023","05"," Explore Lt middle ear"," Incision of middle ear"," ",
"2023","06"," Explore ME"," Incision of middle ear"," ",
"2023","07"," Explore ME Rt"," Incision of middle ear"," ",
"2023","08"," Explore ME rt."," Incision of middle ear"," ",
"2023","09"," Explore middle ear"," Incision of middle ear"," ",
"2023","10"," Explore- middle ear"," Incision of middle ear"," ",
"2023","11"," Explored ME"," Incision of middle ear"," ",
"2023","12"," I&D middle ear"," Incision of middle ear"," ",
"2023","13"," Lt stapedotomy"," Incision of middle ear"," ",
"2023","14"," Lysis adhesion"," Incision of middle ear"," ",
"2023","15"," Lysis scar ear"," Incision of middle ear"," ",
"2023","16"," Rt stapedotomy"," Incision of middle ear"," ",
"2023","17"," Stapedectomy"," Incision of middle ear"," ",
"2023","18"," Explor ME RE"," Incision of middle ear"," ",
"2023","19"," Lt Atticotomy"," Incision of middle ear"," ",
"203","00",""," Diagnostic procedures on middle and inner ear","*",
"2031","00",""," Electrocochleography"," ",
"2032","00",""," Biopsy of middle and inner ear"," ",
"2039","00",""," Other diagnostic procedures on middle and inner ear"," ",
"204","00",""," Mastoidectomy","*",
"2041","01"," Lt complete mastoidectomy"," Simple mastoidectomy"," ",
"2041","02"," Simple mastoidectomy"," Simple mastoidectomy"," ",
"2041","03"," RT Simple mastoidectomy"," Simple mastoidectomy"," ",
"2042","01"," LT T-Mastoidectomy"," Radical mastoidectomy"," ",
"2042","02"," LT T-mastoidectomy"," Radical mastoidectomy"," ",
"2042","03"," Lt Modified radial mastoidectomy"," Radical mastoidectomy"," ",
"2042","04"," Lt T-mastoidectomy"," Radical mastoidectomy"," ",
"2042","05"," Lt radical mastoidectomy"," Radical mastoidectomy"," ",
"2042","06"," Lt. T-mastoidectomy"," Radical mastoidectomy"," ",
"2042","07"," RT Radical mastoidectomy"," Radical mastoidectomy"," ",
"2042","08"," RT T-mastoidectomy"," Radical mastoidectomy"," ",
"2042","09"," Radical mastoidectomy"," Radical mastoidectomy"," ",
"2042","10"," Redical mastoidectomy"," Radical mastoidectomy"," ",
"2042","11"," Revision T-mastoidectomy"," Radical mastoidectomy"," ",
"2042","12"," Rt T-mastoidectomy"," Radical mastoidectomy"," ",
"2042","13"," Rt radical mastoidectomy"," Radical mastoidectomy"," ",
"2042","14"," T-mastoidectomy"," Radical mastoidectomy"," ",
"2042","15"," Tympananastoidectomy"," Radical mastoidectomy"," ",
"2042","16"," Radical mastoid dissection"," Radical mastoidectomy"," ",
"2042","17"," Rt tympanomastoidectomy"," Radical mastoidectomy"," ",
"2042","18"," Rt Radical mastoidectomy"," Radical mastoidectomy"," ",
"2042","19"," RT Tympanomastoidectomy"," Radical mastoidectomy"," ",
"2042","20"," RT radical mastoidectomy"," Radical mastoidectomy"," ",
"2049","01"," Mastoidectomy"," Other mastoidectomy"," ",
"2049","02"," Modifed radical mastoidectomy"," Other mastoidectomy"," ",
"2049","03"," Modified radical mastectomy lt"," Other mastoidectomy"," ",
"2049","04"," Modified radical mastoidectomy"," Other mastoidectomy"," ",
"2049","05"," Rt Modified radical mastoidectomy"," Other mastoidectomy"," ",
"2049","06"," Rt cortical mastoidectomy"," Other mastoidectomy"," ",
"2049","07"," Rt mastoidectomy"," Other mastoidectomy"," ",
"2049","08"," Rt modified radical mastoidectomy"," Other mastoidectomy"," ",
"2049","09"," Lt modified radical mastoidectomy"," Other mastoidectomy"," ",
"205","00",""," Other excision of middle ear","*",
"2051","01"," Remove cholesteatoma"," Excision of lesion of middle ear"," ",
"2051","02"," Tumor removal (middle ear)"," Excision of lesion of middle ear"," ",
"2059","01"," Myringectomy"," Middle ear excision NEC"," ",
"206","00",""," Fenestration of inner ear","*",
"2061","01"," Temperal musele graft"," Fenestration of inner ear (initial)"," ",
"2062","00",""," Revision of fenestration of inner ear"," ",
"207","00",""," Incision, excision, and destruction of inner ear","*",
"2071","00",""," Endolymphatic shunt"," ",
"2072","01"," Intratympanic Genta mycin rt ear"," Injection into inner ear"," ",
"2072","02"," Recurrent injection inner ear"," Injection into inner ear"," ",
"2079","01"," I&D inner ear"," Other incision, excision, and destruction of inner ear"," ",
"208","01"," ET intubation"," Operations on Eustachian tube"," ",
"208","02"," ET tube"," Operations on Eustachian tube"," ",
"208","03"," PE tube insertion"," Operations on Eustachian tube"," ",
"208","04"," Silicone stent"," Operations on Eustachian tube"," ",
"208","05"," ET-intubation"," Operations on Eustachian tube"," ",
"209","00",""," Other operations on inner and middle ear","*",
"2091","00",""," Tympanosympathectomy"," ",
"2092","01"," LA RMD"," Revision of mastoidectomy"," ",
"2092","02"," Revision mastoidectomy"," Revision of mastoidectomy"," ",
"2092","03"," Revision radical mastoidectomy Rt"," Revision of mastoidectomy"," ",
"2092","04"," Rt revision mastoidectomy"," Revision of mastoidectomy"," ",
"2092","05"," Revision Rt T-mastoidectomy"," Revision of mastoidectomy"," ",
"2093","00",""," Repair of oval and round windows"," ",
"2094","01"," Intratympanic gentamicin injection"," Injection of tympanum"," ",
"2094","02"," Intratympanic steroid injection"," Injection of tympanum"," ",
"2095","00",""," Implantation of electromagnetic hearing aid"," ",
"2096","01"," Cochlear implantation"," Implantation or replacement of cochlear prosthetic device, not otherwise specified"," ",
"2096","02"," RT cochlear implant"," Implantation or replacement of cochlear prosthetic device, not otherwise specified"," ",
"2096","03"," Rt cochlear implantation"," Implantation or replacement of cochlear prosthetic device, not otherwise specified"," ",
"2097","00",""," Implantation or replacement of cochlear prosthetic device, single channel"," ",
"2098","00",""," Implantation or replacement of cochlear prosthetic device, multiple channel"," ",
"2099","00",""," Other operations on middle and inner ear"," ",
"210","00",""," Control of epistaxis","*",
"2100","00",""," Control of epistaxis, not otherwise specified"," ",
"2101","01"," Anterior nasal packing"," Control of epistaxis by anterior nasal packing"," ",
"2101","02"," Anterior packing"," Control of epistaxis by anterior nasal packing"," ",
"2101","03"," Classical anterior nasal packing"," Control of epistaxis by anterior nasal packing"," ",
"2101","04"," Rt nasal packing"," Control of epistaxis by anterior nasal packing"," ",
"2101","05"," Sinoscope with packing"," Control of epistaxis by anterior nasal packing"," ",
"2101","06"," Nasal packing"," Control of epistaxis by anterior nasal packing"," ",
"2102","01"," Anterior nasal packing"," Control of epistaxis by posterior (and anterior) packing"," ",
"2102","02"," Nasal packing"," Control of epistaxis by posterior (and anterior) packing"," ",
"2102","03"," Anterior and posterior packing"," Control of epistaxis by posterior (and anterior) packing"," ",
"2102","04"," Posterior nasal packing"," Control of epistaxis by posterior (and anterior) packing"," ",
"2103","01"," Nd Yag laser Coagulation"," Control of epistaxis by cauterization (and packing)"," ",
"2103","02"," Electrocauterization epistaxis"," Control of epistaxis by cauterization (and packing)"," ",
"2104","00",""," Control of epistaxis by ligation of ethmoidal arteries"," ",
"2105","00",""," Control of epistaxis by (transantral) ligation of the maxillary artery"," ",
"2106","00",""," Control of epistaxis by ligation of the external carotid artery"," ",
"2107","00",""," Control of epistaxis by excision of nasal mucosa and skin grafting of septum and lateral nasal wall"," ",
"2109","00",""," Control of epistaxis by other means"," ",
"211","01"," I&D nasal area"," Incision of nose"," ",
"211","02"," Lt lateral rhinotomy"," Incision of nose"," ",
"211","03"," Re-explore nose"," Incision of nose"," ",
"212","00",""," Diagnostic procedures on nose","*",
"2121","01"," ESS"," Rhinoscopy"," ",
"2121","02"," Endoscope"," Rhinoscopy"," ",
"2121","03"," Endoscope nose"," Rhinoscopy"," ",
"2121","04"," Endoscope removal"," Rhinoscopy"," ",
"2121","05"," Endoscope remove nasal hemangioma"," Rhinoscopy"," ",
