"Payer","ชื่อหน่วยงาน","สิทธิ","ประเภท","จังหวัด","ชื่อย่อ"
"11449","โรงพยาบาลกุฉินารายณ์",,,"กาฬสินธุ์","รพ.รัฐบาล"
"11450","โรงพยาบาลสมเด็จพระยุพราชสว่างแดนดิน",,,"สกลนคร","รพ.รัฐบาล"
"11451","โรงพยาบาลธาตุพนม",,,"นครพนม","รพ.รัฐบาล"
"11452","โรงพยาบาลสมเด็จพระยุพราชเด่นชัย",,,"แพร่","รพ.รัฐบาล"
"11453","โรงพยาบาลปัว",,,"น่าน","รพ.รัฐบาล"
"11454","โรงพยาบาลสมเด็จพระยุพราชเชียงของ",,,"เชียงราย","รพ.รัฐบาล"
"51522","สำนักงานหลักประกันสุขภาพแห่งชาติ(สปสช.) NAP",,,"กรุงเทพมหานคร","NAP"
"11456","โรงพยาบาลสมเด็จพระยุพราชตะพานหิน",,,"พิจิตร","รพ.รัฐบาล"
"51523","สำนักงานเทศบาลเมืองเมืองพล","AR",001,"ขอนแก่น","เทศบาล"
"11458","โรงพยาบาลสมเด็จพระยุพราชจอมบึง",,,"ราชบุรี","รพ.รัฐบาล"
"11459","โรงพยาบาลเวียงสระ",,,"สุราษฎร์ธานี","รพ.รัฐบาล"
"11460","โรงพยาบาลสมเด็จพระยุพราชสายบุรี",,,"ปัตตานี","รพ.รัฐบาล"
"11461","โรงพยาบาลยะหา",,,"ยะลา","รพ.รัฐบาล"
"11463","โรงพยาบาลสาขาบางใหญ่",,,"สุพรรณบุรี","รพ.รัฐบาล"
"11464","โรงพยาบาลสาขากะพ้อ",,,"ปัตตานี","รพ.รัฐบาล"
"11468","ทัณฑสถานโรงพยาบาลราชทัณฑ์",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11469","โรงพยาบาลเลิดสิน",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11470","โรงพยาบาลนพรัตนราชธานี",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11472","โรงพยาบาลราชวิถี",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11473","โรงพยาบาลเมตตาประชารักษ์(วัดไร่ขิง)",,,"นครปฐม","รพ.รัฐบาล"
"11475","โรงพยาบาลค่ายรามราชนิเวศน์",,,"เพชรบุรี","รพ.รัฐบาล"
"11478","โรงพยาบาลสมเด็จพระปิ่นเกล้า",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11481","โรงพยาบาลพระมงกุฎเกล้า",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11482","โรงพยาบาลภูมิพลอดุลยเดช พอ.บนอ.",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11484","โรงพยาบาลอานันทมหิดล",,,"ลพบุรี","รพ.รัฐบาล"
"11485","โรงพยาบาลค่ายอดิศร",,,"สระบุรี","รพ.รัฐบาล"
"11486","โรงพยาบาลค่ายนวมินทราชินี",,,"ชลบุรี","รพ.รัฐบาล"
"11487","โรงพยาบาลอาภากรเกียรติวงศ์ ฐานทัพสัตหีบ",,,"ชลบุรี","รพ.รัฐบาล"
"11488","โรงพยาบาลแผนกกองบินทหารเรือ",,,"ระยอง","รพ.รัฐบาล"
11490,"โรงพยาบาลค่ายจักรพงษ์ มทบ 12",,,"ปราจีนบุรี","รพ.รัฐบาล"
"11491","โรงเรียนนายร้อยพระจุลจอมเกล้า",,,"นครนายก","รพ.รัฐบาล"
"11492","โรงพยาบาลค่ายสุรนารี",,,"นครราชสีมา","รพ.รัฐบาล"
"11493","โรงพยาบาลค่ายสมเด็จเจ้าพระยามหากษัตริย์ศึก",,,"บุรีรัมย์","รพ.รัฐบาล"
"11494","โรงพยาบาลค่ายวีรวัฒน์โยธิน",,,"สุรินทร์","รพ.รัฐบาล"
"11495","โรงพยาบาลกองบิน 21",,,"ลพบุรี","รพ.รัฐบาล"
"11496","โรงพยาบาลค่ายสรรพสิทธิประสงค์",,,"อุบลราชธานี","รพ.รัฐบาล"
"11499","โรงพยาบาลกองบิน 23",,,"อุดรธานี","รพ.รัฐบาล"
"11500","โรงพยาบาลกองบิน กองบริการ กองบิน 53",,,"ประจวบคีรีขันธ์","รพ.รัฐบาล"
"11501","โรงพยาบาลค่ายประจักษ์ศิลปาคม",,,"อุดรธานี","รพ.รัฐบาล"
"11502","โรงพยาบาลค่ายศรีสองรัก",,,"เลย","รพ.รัฐบาล"
"11504","โรงพยาบาลค่ายสมเด็จฯ",,,"ร้อยเอ็ด","รพ.รัฐบาล"
"11505","โรงพยาบาลค่ายกฤษณ์สีวะรา",,,"สกลนคร","รพ.รัฐบาล"
"11506","โรงพยาบาลค่ายพระยอมเมืองขวาง",,,"นครพนม","รพ.รัฐบาล"
"11507","โรงพยาบาลกองบิน 41",,,"เชียงใหม่","รพ.รัฐบาล"
"11508","โรงพยาบาลค่ายกาวิละ",,,"เชียงใหม่","รพ.รัฐบาล"
"11509","โรงพยาบาลค่ายพิชัยดาบหัก",,,"อุตรดิตถ์","รพ.รัฐบาล"
"11510","โรงพยาบาลค่ายสุริยพงศ์",,,"น่าน","รพ.รัฐบาล"
"11512","โรงพยาบาลค่ายสุรศักดิ์มนตรี",,,"ลำปาง","รพ.รัฐบาล"
"11513","โรงพยาบาลค่ายจิรประวัติ",,,"นครสวรรค์","รพ.รัฐบาล"
"11514","โรงพยาบาลกองบิน 4",,,"นครสวรรค์","รพ.รัฐบาล"
11516,"โรงพยาบาลค่ายวชิรปราการ ",,,"ตาก","รพ.รัฐบาล"
"11517","โรงพยาบาลค่ายสมเด็จพระนเรศวร",,,"พิษณุโลก","รพ.รัฐบาล"
"11518","โรงพยาบาลกองบิน 46",,,"พิษณุโลก","รพ.รัฐบาล"
"11519","โรงพยาบาลค่ายภาณุรังษี",,,"ราชบุรี","รพ.รัฐบาล"
"11520","โรงพยาบาลค่ายสุรสีห์",,,"กาญจนบุรี","รพ.รัฐบาล"
"11521","โรงพยาบาลจันทรุเบกษา",,,"นครปฐม","รพ.รัฐบาล"
"11522","โรงพยาบาลค่ายธนะรัตน์",,,"ประจวบคีรีขันธ์","รพ.รัฐบาล"
"11523","โรงพยาบาลค่ายวชิราวุธ",,,"นครศรีธรรมราช","รพ.รัฐบาล"
"11525","โรงพยาบาลค่ายเขตอุดมศักดิ์",,,"ชุมพร","รพ.รัฐบาล"
"11527","โรงพยาบาลค่ายเสนาณรงค์",,,"สงขลา","รพ.รัฐบาล"
"11528","โรงพยาบาลกองบิน 56",,,"สงขลา","รพ.รัฐบาล"
"11535","คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช                                                                                                      ",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11536","โรงพยาบาลเวชการุณย์รัศมิ์",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11537","โรงพยาบาลกลาง",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11538","โรงพยาบาลลาดกระบัง กรุงเทพมหานคร",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11540","โรงพยาบาลหลวงพ่อทวีศักดิ์ ชุตินธิโรค อุทิศ",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
"11541","โรงพยาบาลเจริญกรุงประชารักษ์",,,"กรุงเทพมหานคร","รพ.รัฐบาล"
